施設種別,建物名,住所,想定収容人数,MHトイレ基数,lng,lat
指定緊急避難場所（地震発生時の一時避難場所）,宮崎神宮東・西神苑,宮崎市神宮2,14384,0,131.423518,31.938351
指定緊急避難場所（地震発生時の一時避難場所）,宮崎大宮高校グラウンド,宮崎市神宮東1-3-10,10000,0,131.425287,31.932879
指定緊急避難場所（地震発生時の一時避難場所）,池内小学校グラウンド,宮崎市池内町榎迫508,7770,0,131.416904,31.955974
指定緊急避難場所（地震発生時の一時避難場所）,東町街区公園,宮崎市平和が丘東町5-1,33000,0,131.415047,31.957009
指定緊急避難場所（地震発生時の一時避難場所）,花ケ崎街区公園,宮崎市東大宮3-1573-9,1000,0,131.440014,31.947263
指定緊急避難場所（地震発生時の一時避難場所）,雁ケ音街区公園,宮崎市東大宮4-2177-101,1800,0,131.43895,31.946012
指定緊急避難場所（地震発生時の一時避難場所）,東大宮小学校グラウンド,宮崎市大島町西田2143,14537,0,131.435332,31.943882
指定緊急避難場所（地震発生時の一時避難場所）,東大宮中学校グラウンド,宮崎市村角町島ﾉ前1346-1,12907,0,131.441576,31.950663
指定緊急避難場所（地震発生時の一時避難場所）,宮崎育成牧場,宮崎市花ヶ島町大原2347,171588,0,131.431271,31.937283
指定緊急避難場所（地震発生時の一時避難場所）,宮崎東小学校グラウンド,宮崎市阿波岐原町火切塚1461,6553,0,131.451465,31.942672
指定緊急避難場所（地震発生時の一時避難場所）,平原公園,宮崎市大島町四反田623-2,11000,0,131.442803,31.938145
指定緊急避難場所（地震発生時の一時避難場所）,檍中学校グラウンド,宮崎市吉村町江田原甲265,12595,0,131.445462,31.925843
指定緊急避難場所（地震発生時の一時避難場所）,宮崎中央公園,宮崎市宮崎駅東1-2-1,51000,0,131.433451,31.913619
指定緊急避難場所（地震発生時の一時避難場所）,国際海浜エントランスプラザ,宮崎市山崎町浜山414-1,9074,0,131.464807,31.951037
指定緊急避難場所（地震発生時の一時避難場所）,江田原ふれあい広場,宮崎市吉村町江田原甲269-1,13000,0,131.445065,31.930696
指定緊急避難場所（地震発生時の一時避難場所）,天神山公園,宮崎市天満町227,81000,0,131.410469,31.902935
指定緊急避難場所（地震発生時の一時避難場所）,宮崎工業高校グラウンド,宮崎市天満町9-1,20663,0,131.412831,31.89991
指定緊急避難場所（地震発生時の一時避難場所）,大淀中学校グラウンド,宮崎市天満1-2-6,14765,0,131.414531,31.901438
指定緊急避難場所（地震発生時の一時避難場所）,宮崎南小学校グラウンド,宮崎市源藤町池ﾉ内702,13996,0,131.413015,31.882596
指定緊急避難場所（地震発生時の一時避難場所）,大坪池公園,宮崎市花山手東3,12000,0,131.400811,31.899212
指定緊急避難場所（地震発生時の一時避難場所）,古城小学校グラウンド,宮崎市古城町山ﾉ城5735,9317,0,131.388132,31.893348
指定緊急避難場所（地震発生時の一時避難場所）,大淀街区公園,宮崎市淀川3-42,1000,0,131.41537,31.899427
指定緊急避難場所（地震発生時の一時避難場所）,上恒久1号街区公園,宮崎市薫る坂1-6686-24,2800,0,131.398483,31.893154
指定緊急避難場所（地震発生時の一時避難場所）,上恒久2号街区公園,宮崎市薫る坂2-6335-54,2200,0,131.400442,31.889815
指定緊急避難場所（地震発生時の一時避難場所）,上恒久3号街区公園,宮崎市薫る坂2-6143-51,1300,0,131.402518,31.890348
指定緊急避難場所（地震発生時の一時避難場所）,大坪１号街区公園,宮崎市花山手東1,2400,0,131.406253,31.903617
指定緊急避難場所（地震発生時の一時避難場所）,大坪２号街区公園,宮崎市花山手東2,4000,0,131.395081,31.900099
指定緊急避難場所（地震発生時の一時避難場所）,大坪３号街区公園,宮崎市花山手西1,2500,0,131.397592,31.902445
指定緊急避難場所（地震発生時の一時避難場所）,大坪４号街区公園,宮崎市花山手西2,3100,0,131.402777,31.902935
指定緊急避難場所（地震発生時の一時避難場所）,愛宕山公園,宮崎市大坪町梁田2666,31600,0,131.406806,31.906334
指定緊急避難場所（地震発生時の一時避難場所）,大塚中学校グラウンド,宮崎市大塚町鎌ｹ迫2296,21724,0,131.389536,31.919913
指定緊急避難場所（地震発生時の一時避難場所）,大塚小学校グラウンド,宮崎市大塚町鎌ｹ迫2296-2,11335,0,131.389354,31.917846
指定緊急避難場所（地震発生時の一時避難場所）,宮崎西高校グラウンド,宮崎市大塚町柳ｹ迫3975-2,57538,0,131.386457,31.907986
指定緊急避難場所（地震発生時の一時避難場所）,江南小学校グラウンド,宮崎市江南4-26-1,12015,0,131.394935,31.9039
指定緊急避難場所（地震発生時の一時避難場所）,大淀台街区公園,宮崎市江南3-241,4100,0,131.400179,31.909319
指定緊急避難場所（地震発生時の一時避難場所）,小原田ふれあい広場,宮崎市大塚町小原田2146-2,1500,0,131.393957,31.918833
指定緊急避難場所（地震発生時の一時避難場所）,宮崎西小学校グラウンド,宮崎市大塚台西2-19-1,12893,0,131.384268,31.914984
指定緊急避難場所（地震発生時の一時避難場所）,大塚台公園,宮崎市大塚台東2-3-1,70000,0,131.386114,31.914622
指定緊急避難場所（地震発生時の一時避難場所）,大塚台３号街区公園,宮崎市大塚台西2-14-1,1800,0,131.383076,31.91615
指定緊急避難場所（地震発生時の一時避難場所）,生目台公園,宮崎市生目台東4-8-1,11000,0,131.374303,31.906054
指定緊急避難場所（地震発生時の一時避難場所）,生目台緑地,宮崎市生目台西5-24-1,270600,0,131.371051,31.901293
指定緊急避難場所（地震発生時の一時避難場所）,生目台東小学校グラウンド,宮崎市生目台東4-2-1,10415,0,131.378675,31.903394
指定緊急避難場所（地震発生時の一時避難場所）,生目台西小学校グラウンド,宮崎市生目台西2-1-1,10223,0,131.372276,31.904638
指定緊急避難場所（地震発生時の一時避難場所）,生目台中学校グラウンド,宮崎市生目台東4-1-1,16404,0,131.379903,31.904102
指定緊急避難場所（地震発生時の一時避難場所）,小松台小学校グラウンド,宮崎市小松台西1-10-9,10035,0,131.39404,31.93317
指定緊急避難場所（地震発生時の一時避難場所）,小松台公園,宮崎市小松台西2-11-1,11000,0,131.392551,31.930991
指定緊急避難場所（地震発生時の一時避難場所）,小松台南街区公園,宮崎市大塚町池ﾉ内1099-63,2000,0,131.391738,31.9275
指定緊急避難場所（地震発生時の一時避難場所）,宮園前街区公園,宮崎市恒久1-4-1,2300,0,131.425101,31.896394
指定緊急避難場所（地震発生時の一時避難場所）,恒久小学校グラウンド,宮崎市恒久2-15-4,10340,0,131.426441,31.895217
指定緊急避難場所（地震発生時の一時避難場所）,鵬翔高校グラウンド,宮崎市大字恒久4336,1633,0,131.417196,31.891235
指定緊急避難場所（地震発生時の一時避難場所）,宮崎南高校グラウンド,宮崎市月見ヶ丘5-2-1,25204,0,131.419107,31.884507
指定緊急避難場所（地震発生時の一時避難場所）,宮崎農業高校グラウンド,宮崎市大字恒久春日田1061,18472,0,131.42423,31.885911
指定緊急避難場所（地震発生時の一時避難場所）,赤江中学校グラウンド,宮崎市月見ヶ丘1-25-1,18271,0,131.424931,31.880749
指定緊急避難場所（地震発生時の一時避難場所）,本郷小学校グラウンド,宮崎市大字本郷北方3926,8759,0,131.424193,31.863461
指定緊急避難場所（地震発生時の一時避難場所）,本郷中学校グラウンド,宮崎市大字本郷南方5460,15104,0,131.424064,31.86244
指定緊急避難場所（地震発生時の一時避難場所）,国富小学校グラウンド,宮崎市大字郡司分甲2226,10677,0,131.433402,31.857147
指定緊急避難場所（地震発生時の一時避難場所）,宮崎第一中学高校グラウンド,宮崎市大字郡司分甲767,20267,0,131.424136,31.84915
指定緊急避難場所（地震発生時の一時避難場所）,看護大学グラウンド,宮崎市まなび野3-5-1,5530,0,131.414729,31.859299
指定緊急避難場所（地震発生時の一時避難場所）,まなび野中央公園,宮崎市まなび野2,10000,0,131.418491,31.862083
指定緊急避難場所（地震発生時の一時避難場所）,郡司分公園,宮崎市郡司分平田迫甲902-2,24000,0,131.426332,31.849165
指定緊急避難場所（地震発生時の一時避難場所）,あさひヶ丘ニュータウン緑地広場,宮崎市本郷北方2485-8,2600,0,131.413424,31.876642
指定緊急避難場所（地震発生時の一時避難場所）,本郷北方街区公園,宮崎市本郷北方3406-4,3300,0,131.425512,31.870452
指定緊急避難場所（地震発生時の一時避難場所）,稲荷山公園,宮崎市月見ｹ丘1-13,12000,0,131.424771,31.883034
指定緊急避難場所（地震発生時の一時避難場所）,木花中学校グラウンド,宮崎市学園木花台南1-1,15417,0,131.426954,31.831116
指定緊急避難場所（地震発生時の一時避難場所）,学園木花台小学校グラウンド,宮崎市学園木花台南2-13,11938,0,131.423306,31.825881
指定緊急避難場所（地震発生時の一時避難場所）,宮崎大学陸上競技場,宮崎市学園木花台西1-1,49975,0,131.412556,31.831021
指定緊急避難場所（地震発生時の一時避難場所）,木花公園,宮崎市学園木花台南1-13,152000,0,131.428488,31.828807
指定緊急避難場所（地震発生時の一時避難場所）,青島歴史文化の広場,宮崎市青島西1-16-4,21800,0,131.462983,31.802635
指定緊急避難場所（地震発生時の一時避難場所）,城山公園,宮崎市折生迫6624-1,38800,0,131.476104,31.792685
指定緊急避難場所（地震発生時の一時避難場所）,住吉小学校グラウンド,宮崎市大字島之内5383,15465,0,131.440541,31.984737
指定緊急避難場所（地震発生時の一時避難場所）,住吉南小学校グラウンド,宮崎市大字芳士1811,13315,0,131.447468,31.966038
指定緊急避難場所（地震発生時の一時避難場所）,宮崎北高校グラウンド,宮崎市大字新名爪4567,31490,0,131.434933,31.970452
指定緊急避難場所（地震発生時の一時避難場所）,明星視覚支援学校グラウンド,宮崎市大字島之内1390,11505,0,131.459377,31.997377
指定緊急避難場所（地震発生時の一時避難場所）,日大中学高校グラウンド・第二グラウンド,宮崎市大字島之内6822-2,34547,0,131.446685,31.98607
指定緊急避難場所（地震発生時の一時避難場所）,住吉中学校グラウンド,宮崎市大字島之内7608,11744,0,131.449492,31.988885
指定緊急避難場所（地震発生時の一時避難場所）,日章学園高校グラウンド・第二グラウンド,宮崎市大字広原836,22528,0,131.438713,32.004646
指定緊急避難場所（地震発生時の一時避難場所）,住吉公園,宮崎市島之内境田6390-1,24000,0,131.449957,31.98101
指定緊急避難場所（地震発生時の一時避難場所）,麦田緑地広場,宮崎市新名爪麦田1415-4,500,0,131.444603,31.976431
指定緊急避難場所（地震発生時の一時避難場所）,萩の台公園,宮崎市広原7149,214000,0,131.431806,31.994098
指定緊急避難場所（地震発生時の一時避難場所）,生目南中学校グラウンド,宮崎市大字浮田662,13694,0,131.374801,31.923143
指定緊急避難場所（地震発生時の一時避難場所）,生目小学校グラウンド,宮崎市大字浮田2920,16652,0,131.371982,31.931937
指定緊急避難場所（地震発生時の一時避難場所）,生目中学校グラウンド,宮崎市大字跡江3131,14405,0,131.381274,31.931412
指定緊急避難場所（地震発生時の一時避難場所）,生目の杜運動公園,宮崎市大字跡江4461-1,354000,0,131.373513,31.944421
指定緊急避難場所（地震発生時の一時避難場所）,跡江公園,宮崎市跡江212,10800,0,131.391473,31.954915
指定緊急避難場所（地震発生時の一時避難場所）,瓜生野小学校グラウンド,宮崎市大字瓜生野2589,5467,0,131.387675,31.970148
指定緊急避難場所（地震発生時の一時避難場所）,宮崎北中学校グラウンド,宮崎市大字大瀬町247,9256,0,131.377472,31.962358
指定緊急避難場所（地震発生時の一時避難場所）,倉岡小学校グラウンド,宮崎市大字糸原538,11231,0,131.367424,31.962106
指定緊急避難場所（地震発生時の一時避難場所）,瓜生野街区公園,宮崎市瓜生野2365,2100,0,131.388924,31.969016
指定緊急避難場所（地震発生時の一時避難場所）,倉岡ニュータウン街区公園,宮崎市糸原2041-97,6400,0,131.36576,31.960796
指定緊急避難場所（地震発生時の一時避難場所）,久峰中学校グラウンド,宮崎市佐土原町下田島21341,22472,0,131.469084,32.022313
指定緊急避難場所（地震発生時の一時避難場所）,広瀬西小学校グラウンド,宮崎市佐土原町下那珂13384,14799,0,131.455935,32.014423
指定緊急避難場所（地震発生時の一時避難場所）,広瀬小学校グラウンド,宮崎市佐土原町下田島20308-10,10208,0,131.473023,32.015623
指定緊急避難場所（地震発生時の一時避難場所）,広瀬中学校グラウンド,宮崎市佐土原町下田島20305-12,18266,0,131.474765,32.017346
指定緊急避難場所（地震発生時の一時避難場所）,佐土原高校グラウンド,宮崎市佐土原町下田島21567,36188,0,131.466523,32.023152
指定緊急避難場所（地震発生時の一時避難場所）,佐土原小学校グラウンド,宮崎市佐土原町上田島1350-9,8734,0,131.428959,32.048837
指定緊急避難場所（地震発生時の一時避難場所）,佐土原中学校グラウンド,宮崎市佐土原町上田島8476,25343,0,131.422085,32.043441
指定緊急避難場所（地震発生時の一時避難場所）,宮本街区公園,宮崎市佐土原町下田島12217-1,6200,0,131.470814,32.037428
指定緊急避難場所（地震発生時の一時避難場所）,広瀬台街区公園,宮崎市佐土原町下田島20510-28,900,0,131.473943,32.021285
指定緊急避難場所（地震発生時の一時避難場所）,春田台街区公園,宮崎市佐土原町下田島20614-159,2400,0,131.472693,32.022675
指定緊急避難場所（地震発生時の一時避難場所）,小牧台キリン街区公園,宮崎市佐土原町下田島21619-147,600,0,131.46676,32.019582
指定緊急避難場所（地震発生時の一時避難場所）,曽我公園,宮崎市佐土原町下田島6601,3400,0,131.454219,32.039413
指定緊急避難場所（地震発生時の一時避難場所）,和田山街区公園,宮崎市佐土原町下那珂3958-2,1800,0,131.473617,32.010118
指定緊急避難場所（地震発生時の一時避難場所）,小牧台中央三角街区公園,宮崎市佐土原町下那珂4518-460,2600,0,131.468449,32.017261
指定緊急避難場所（地震発生時の一時避難場所）,光陽台中央街区公園,宮崎市佐土原町下那珂4750-333,2600,0,131.461368,32.016595
指定緊急避難場所（地震発生時の一時避難場所）,宮崎市久峰総合公園,宮崎市佐土原町下那珂13754,240000,0,131.461183,32.022483
指定緊急避難場所（地震発生時の一時避難場所）,前牟田街区公園,宮崎市佐土原町石崎1-8-4,1800,0,131.474361,32.00496
指定緊急避難場所（地震発生時の一時避難場所）,宝塔山公園,宮崎市佐土原町上田島水ヶ廻,68000,0,131.433215,32.045503
指定緊急避難場所（地震発生時の一時避難場所）,山の神公園,宮崎市佐土原町東上那珂13493-2,4400,0,131.439553,32.027481
指定緊急避難場所（地震発生時の一時避難場所）,石崎川ふれあい公園,宮崎市佐土原町東上那珂1414-3,28000,0,131.433214,32.02094
指定緊急避難場所（地震発生時の一時避難場所）,信成町公園,宮崎市佐土原町東上那珂14629,2100,0,131.429714,32.028063
指定緊急避難場所（地震発生時の一時避難場所）,テクノ中央公園,宮崎市佐土原町東上那珂16079-40,8500,0,131.422005,32.03558
指定緊急避難場所（地震発生時の一時避難場所）,田野小学校グラウンド,宮崎市田野町甲2856,8172,0,131.301781,31.837314
指定緊急避難場所（地震発生時の一時避難場所）,七野小学校グラウンド,宮崎市田野町乙3521-2,5741,0,131.276403,31.830922
指定緊急避難場所（地震発生時の一時避難場所）,田野中学校グラウンド,宮崎市田野町甲2826-3,9956,0,131.300843,31.835452
指定緊急避難場所（地震発生時の一時避難場所）,田野運動公園,宮崎市田野町乙9549,93000,0,131.307512,31.843808
指定緊急避難場所（地震発生時の一時避難場所）,一里山地区農村広場,宮崎市高岡町浦之名,5535,0,131.218584,31.946741
指定緊急避難場所（地震発生時の一時避難場所）,深水橋そばｹﾞｰﾄﾎﾞｰﾙ広場,宮崎市高岡町浦之名,1580,0,131.241727,31.953861
指定緊急避難場所（地震発生時の一時避難場所）,ｸﾞﾗｳﾝﾄﾞ(川口駐在所付近),宮崎市高岡町浦之名,6146,0,131.261529,31.94364
指定緊急避難場所（地震発生時の一時避難場所）,高岡交流ﾌﾟﾗｻﾞ多目的ｸﾞﾗｳﾝﾄﾞ,宮崎市高岡町浦之名4365-4,12100,0,131.265541,31.951997
指定緊急避難場所（地震発生時の一時避難場所）,旧去川小学校グラウンド,宮崎市高岡町内山3615-1,3147,0,131.228223,31.915819
指定緊急避難場所（地震発生時の一時避難場所）,和石公民館横ｹﾞｰﾄﾎﾞｰﾙ場,宮崎市高岡町内山,861,0,131.205731,31.909733
指定緊急避難場所（地震発生時の一時避難場所）,天ヶ城運動公園,宮崎市高岡町内山,187000,0,131.292789,31.960991
指定緊急避難場所（地震発生時の一時避難場所）,天ヶ城広場,宮崎市高岡町内山,19144,0,131.293382,31.961728
指定緊急避難場所（地震発生時の一時避難場所）,高岡中学校グラウンド,宮崎市高岡町内山2700,13664,0,131.299874,31.962235
指定緊急避難場所（地震発生時の一時避難場所）,丸山団地公園内,宮崎市高岡町飯田27,2757,0,131.304689,31.963031
指定緊急避難場所（地震発生時の一時避難場所）,高岡小学校グラウンド,宮崎市高岡町内山2900,8663,0,131.297269,31.95797
指定緊急避難場所（地震発生時の一時避難場所）,警察署近くｹﾞｰﾄﾎﾞｰﾙ場,宮崎市高岡町飯田,2353,0,131.303734,31.955779
指定緊急避難場所（地震発生時の一時避難場所）,飯田公民館前広場,宮崎市高岡町飯田,3316,0,131.292948,31.968728
指定緊急避難場所（地震発生時の一時避難場所）,小山田児童遊園地,宮崎市高岡町小山田,1247,0,131.322676,31.940056
指定緊急避難場所（地震発生時の一時避難場所）,祇園台第一街区公園,宮崎市高岡町下倉永1200-347,1500,0,131.3351,31.933085
指定緊急避難場所（地震発生時の一時避難場所）,祇園台第二街区公園,宮崎市高岡町下倉永1200-349,1500,0,131.332568,31.933099
指定緊急避難場所（地震発生時の一時避難場所）,祇園台第三街区公園,宮崎市高岡町下倉永1200-350,1800,0,131.332858,31.931178
指定緊急避難場所（地震発生時の一時避難場所）,上倉永児童遊園地,宮崎市高岡町上倉永1905,1735,0,131.33562,31.923177
指定緊急避難場所（地震発生時の一時避難場所）,穆佐小学校グラウンド,宮崎市高岡町小山田87-1,5471,0,131.328965,31.934211
指定避難所,サンスポーツランド高岡,宮崎市高岡町小山田3870,48,0,131.325743,31.935991
指定緊急避難場所（地震発生時の一時避難場所）,中央ふれあい広場,宮崎市高岡町五町265,3500,0,131.300037,31.9568
指定緊急避難場所（地震発生時の一時避難場所）,加納小学校グラウンド,宮崎市清武町加納甲1010,9366,0,131.38879,31.869949
指定緊急避難場所（地震発生時の一時避難場所）,加納中学校グラウンド,宮崎市清武町加納乙1040,24518,0,131.396424,31.87796
指定緊急避難場所（地震発生時の一時避難場所）,清武小学校グラウンド,宮崎市清武町今泉甲7023-1,6249,0,131.387949,31.854521
指定緊急避難場所（地震発生時の一時避難場所）,清武中学校グラウンド,宮崎市清武町今泉甲6980,10649,0,131.387713,31.853154
指定緊急避難場所（地震発生時の一時避難場所）,大久保小学校グラウンド,宮崎市清武町今泉甲5645,9168,0,131.362422,31.858179
指定緊急避難場所（地震発生時の一時避難場所）,木原公園,宮崎市清武町木原入料4136-1,61400,0,131.406715,31.835028
指定緊急避難場所（地震発生時の一時避難場所）,原ノ久保児童公園,宮崎市清武町今泉丙2671,2600,0,131.390272,31.849896
指定緊急避難場所（地震発生時の一時避難場所）,清武総合運動公園,宮崎市清武町今泉甲530,154600,0,131.369886,31.847218
指定緊急避難場所（地震発生時の一時避難場所）,正手１号児童公園,宮崎市清武町正手2-67,3400,0,131.386127,31.860335
指定緊急避難場所（地震発生時の一時避難場所）,新川街区公園,宮崎市清武町船引644-73,2700,0,131.391304,31.855517
指定緊急避難場所（地震発生時の一時避難場所）,加納公園,宮崎市清武町加納乙1047,79930,0,131.394196,31.876334
指定緊急避難場所（地震発生時の一時避難場所）,第２次池田台団地１号公園,宮崎市清武町加納甲1520-51,2800,0,131.396679,31.875823
指定緊急避難場所（地震発生時の一時避難場所）,第３次池田台団地１号公園,宮崎市清武町池田台29-2,6100,0,131.389437,31.878055
指定緊急避難場所（地震発生時の一時避難場所）,クリーン池田台１号公園,宮崎市清武町池田台北34-100,1400,0,131.394617,31.879826
指定緊急避難場所（地震発生時の一時避難場所）,クリーン池田台２号公園,宮崎市清武町池田台北29-215,2200,0,131.392122,31.881088
指定緊急避難場所（地震発生時の一時避難場所）,クリーン池田台３号公園,宮崎市清武町池田台北29-390,2200,0,131.388555,31.880906
指定緊急避難場所（地震発生時の一時避難場所）,クリーン池田台４号公園,宮崎市清武町池田台北29-397,1500,0,131.39036,31.877932
指定緊急避難場所（津波避難ビル）,宮崎空港旅客ターミナルビル,宮崎市赤江無番地（宮崎空港内）,4500,0,131.442054,31.872968
指定緊急避難場所（津波避難ビル）,セントヒルズマリーナ宮崎壱番館,宮崎市大字赤江1247,120,0,131.449468,31.882853
指定緊急避難場所（津波避難ビル）,セントヒルズマリーナ宮崎弐番館,宮崎市大字赤江１369,600,0,131.449689,31.883452
指定緊急避難場所（津波避難ビル）,コスタ飛江田,宮崎市大字赤江１556,75,0,131.444605,31.8863
指定緊急避難場所（津波避難ビル）,創価学会 宮崎平和会館,宮崎市城ヶ崎4丁目1-9,120,0,131.434033,31.897552
指定緊急避難場所（津波避難ビル）,リバーサイドマンション,宮崎市城ヶ崎4丁目1-18,120,0,131.43507,31.896846
指定緊急避難場所（津波避難ビル）,ほんごうマンション,宮崎市大字本郷南方4016,80,0,131.431268,31.864425
指定緊急避難場所（津波避難ビル）,介護老人保健施設ことぶき苑,宮崎市大字本郷北方4043-1,900,0,131.425927,31.865067
指定緊急避難場所（津波避難ビル）,恒久マンションアイリ,宮崎市恒久6丁目3-27,200,0,131.43998,31.892302
指定緊急避難場所（津波避難ビル）,サニーコート,宮崎市大字本郷北方1183,30,0,131.434896,31.886127
指定緊急避難場所（津波避難ビル）,サニーコートⅡ,宮崎市大字本郷北方1319-2,40,0,131.434867,31.885817
指定緊急避難場所（津波避難ビル）,ハイツひまわり,宮崎市大字田吉6241-1,200,0,131.44258,31.889262
指定緊急避難場所（津波避難ビル）,パームコートマンション,宮崎市大字田吉6269-1,150,0,131.443081,31.890723
指定緊急避難場所（津波避難ビル）,ライフピア瑞光苑,宮崎市大字本郷南方4046-2,90,0,131.432851,31.862202
指定緊急避難場所（津波避難ビル）,くどみ保育園,宮崎市大字郡司分2202-2,100,0,131.433237,31.854904
指定緊急避難場所（津波避難ビル）,シャトレ田吉,宮崎市城ヶ崎4丁目8-11,60,0,131.433786,31.895195
指定緊急避難場所（津波避難ビル）,シャトレ城ヶ崎,宮崎市城ヶ崎3丁目16-1,80,0,131.431365,31.896354
指定緊急避難場所（津波避難ビル）,ハートピュア宇和田,宮崎市城ヶ崎4丁目11-7,20,0,131.435113,31.895283
指定緊急避難場所（津波避難ビル）,メモリースリー,宮崎市恒久4丁目14-１,20,0,131.43353,31.894764
指定緊急避難場所（津波避難ビル）,日本アランダム㈱宮崎営業所,宮崎市恒久南3丁目4-2,50,0,131.430062,31.891061
指定緊急避難場所（津波避難ビル）,サンピュアネス,宮崎市城ヶ崎4丁目6-12,20,0,131.432655,31.895834
指定緊急避難場所（津波避難ビル）,ラ・フォンティーヌ,宮崎市城ヶ崎3丁目17-6,30,0,131.431618,31.896596
指定緊急避難場所（津波避難ビル）,城ヶ崎マンション,宮崎市恒久4丁目10-1,20,0,131.432314,31.89304
指定緊急避難場所（津波避難ビル）,河野内科呼吸器科医院,宮崎市恒久南3丁目214-10,40,0,131.430187,31.890596
指定緊急避難場所（津波避難ビル）,ドエルクシマ,宮崎市恒久南4丁目243-1,20,0,131.430481,31.890247
指定緊急避難場所（津波避難ビル）,バグースヒルズ,宮崎市大字本郷南方4191-1,20,0,131.43111,31.860618
指定緊急避難場所（津波避難ビル）,マンション ウッド・テック,宮崎市大字田吉6187-1,50,0,131.44031,31.889537
指定緊急避難場所（津波避難ビル）,押川コーポ,宮崎市恒久南2丁目14-11,50,0,131.423915,31.889944
指定緊急避難場所（津波避難ビル）,第3ヤヨイコーポ,宮崎市恒久南3丁目11-37,20,0,131.426197,31.89032
指定緊急避難場所（津波避難ビル）,本山ビル,宮崎市城ヶ崎2丁目17-5,90,0,131.429589,31.896619
指定緊急避難場所（津波避難ビル）,社団法人宮崎県トラック協会総合研修会館,宮崎市恒久1丁目7-21,200,0,131.425068,31.895288
指定緊急避難場所（津波避難ビル）,国富ホーム,宮崎市大字本郷南方5,20,0,131.434215,31.856582
指定緊急避難場所（津波避難ビル）,レ・ビラージュ,宮崎市大字田吉291-3,160,0,131.428806,31.882227
指定緊急避難場所（津波避難ビル）,リージェントマンション,宮崎市大字恒久997,40,0,131.426865,31.878824
指定緊急避難場所（津波避難ビル）,MAC城ヶ崎コート,宮崎市恒久6丁目1-8,200,0,131.43911,31.892651
指定緊急避難場所（津波避難ビル）,グランドパレス城ヶ崎,宮崎市恒久3丁目2-4,200,0,131.43113,31.89543
指定緊急避難場所（津波避難ビル）,クレシェンテ恒久,宮崎市恒久南3丁目12-17,20,0,131.427622,31.88989
指定緊急避難場所（津波避難ビル）,Comodo,宮崎市恒久南3丁目7-21,30,0,131.426735,31.891442
指定緊急避難場所（津波避難ビル）,JHCマンション,宮崎市恒久南2丁目9-11,30,0,131.424581,31.891625
指定緊急避難場所（津波避難ビル）,フラット横山,宮崎市恒久南3丁目10-25,30,0,131.427365,31.890504
指定緊急避難場所（津波避難ビル）,特別養護老人ホーム 城ヶ崎 小戸の家,宮崎市城ヶ崎3丁目3-3,100,0,131.43243,31.897938
指定緊急避難場所（津波避難ビル）,ケアヴィレッタ ナチュらいふ恒久,宮崎市大字恒久5314-5,100,0,131.412249,31.890773
指定緊急避難場所（津波避難ビル）,クリニック うしたに,宮崎市大字恒久5065,70,0,131.412324,31.889966
指定緊急避難場所（津波避難ビル）,月見ヶ丘教職員住宅 3棟,宮崎市月見ヶ丘4丁目314,100,0,131.416214,31.879527
指定緊急避難場所（津波避難ビル）,クレールマンション,宮崎市大字恒久4301-1,200,0,131.419045,31.890846
指定緊急避難場所（津波避難ビル）,小川マンションA棟,宮崎市城ヶ崎3丁目14-8,50,0,131.430827,31.896102
指定緊急避難場所（津波避難ビル）,小川マンションB棟,宮崎市城ヶ崎3丁目14-9,35,0,131.43099,31.896386
指定緊急避難場所（津波避難ビル）,パークサイド城ヶ崎,宮崎市恒久4丁目11-5,25,0,131.432807,31.893808
指定緊急避難場所（津波避難ビル）,ナーシェル,宮崎市城ヶ崎2丁目7-16,20,0,131.428673,31.897793
指定緊急避難場所（津波避難ビル）,県営住宅本郷南 7棟,宮崎市大字本郷南方4023,450,0,131.431493,31.86318
指定緊急避難場所（津波避難ビル）,県警職員宿舎恒久南職員住宅,宮崎市恒久南1丁目13-3,66,0,131.422499,31.891228
指定緊急避難場所（津波避難ビル）,県警職員宿舎恒久待機宿舎,宮崎市恒久南1丁目13-3,174,0,131.42277,31.890933
指定緊急避難場所（津波避難ビル）,市営住宅飛江田団地 16棟,宮崎市大字赤江409,912,0,131.43847,31.885615
指定緊急避難場所（津波避難ビル）,市営住宅立和原団地 2棟,宮崎市大字本郷南方2919-1,140,0,131.435285,31.865847
指定緊急避難場所（津波避難ビル）,市営住宅立和原団地 2棟,宮崎市大字本郷南方2919-1,140,0,131.435891,31.865861
指定緊急避難場所（津波避難ビル）,市営住宅立和原団地 2棟,宮崎市大字本郷南方3207,140,0,131.435285,31.865847
指定緊急避難場所（津波避難ビル）,市営住宅立和原団地 2棟,宮崎市大字本郷南方3207,140,0,131.435285,31.865847
指定緊急避難場所（津波避難ビル）,シーサイドエコー,宮崎市大字田吉字西前島1881-1,264,0,131.446664,31.890093
指定緊急避難場所（津波避難ビル）,松永組運送㈱,宮崎市大字田吉2478-4,20,0,131.452478,31.889829
指定緊急避難場所（津波避難ビル）,介護老人保健施設グリーンケア,宮崎市大字熊野470-2,150,0,131.438451,31.828188
指定緊急避難場所（津波避難ビル）,ゴールデンレイク,宮崎市大字加江田4514-2,100,0,131.445134,31.811519
指定緊急避難場所（津波避難ビル）,サンコーポくんぱち,宮崎市大字熊野642-1,30,0,131.436162,31.830499
指定緊急避難場所（津波避難ビル）,サンライズ MICHI,宮崎市大字熊野9964-3,15,0,131.431156,31.833646
